[pp] device: Apple M4 Max | unified_memory=true | max_threadgroup_memory=32768 bytes
[pp] power: source=AC Power battery=79% AC attached warning=none powermode_ac=2 powermode_battery=2 thermal_warning=false performance_warning=false
[metal-load] native quantized token embedding policy: auto-promoted (Q8_0 [2048, 248320])
[metal-load-ledger] source=733/22123538944 direct_copy=733/22123538944 direct_view=0/0 direct_alias=0/0 tail_fallback=0/0 converted=0/0/0 derived=0/0
[pp] model=/Users/tito/models/Qwen3.6-35B-A3B-UD-Q4_K_M.gguf source=synthetic token ids (seed=1) n_prompt=512 runs=1 chunk=512 tail=skip
[pp] lowering: gdn_batched=30/30 attn_batched=10/10 dense_ffn_batched=0/0 moe_gpu_token_loop=40/40
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=moe phase=routed_down gpu_ms=2.51
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=moe phase=routed_reduce gpu_ms=0.08
[prefill-layer-phase] chunk=0 start=0 layer=0 kind=moe phase=shared_packed gpu_ms=0.58
[prefill-layer-phase] chunk=0 start=0 layer=1 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=1 kind=gdn phase=gdn_qkv gpu_ms=2.19
[prefill-layer-phase] chunk=0 start=0 layer=1 kind=gdn phase=gdn_z gpu_ms=1.05
[prefill-layer-phase] chunk=0 start=0 layer=1 kind=gdn phase=gdn_beta_alpha gpu_ms=0.23
[prefill-layer-phase] chunk=0 start=0 layer=1 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=1 kind=gdn phase=gdn_prep_conv gpu_ms=0.27
[prefill-layer-phase] chunk=0 start=0 layer=1 kind=gdn phase=gdn_prep_l2 gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=1 kind=gdn phase=gdn_step gpu_ms=1.06
[prefill-layer-phase] chunk=0 start=0 layer=1 kind=gdn phase=gdn_gated gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=1 kind=gdn phase=gdn_back gpu_ms=1.04
[prefill-layer-phase] chunk=0 start=0 layer=1 kind=gdn phase=mixer_resid gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=1 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=1 kind=moe phase=route_fused gpu_ms=0.25
[prefill-layer-phase] chunk=0 start=0 layer=1 kind=moe phase=routed_swiglu gpu_ms=4.39
[prefill-layer-phase] chunk=0 start=0 layer=1 kind=moe phase=routed_down gpu_ms=2.86
[prefill-layer-phase] chunk=0 start=0 layer=1 kind=moe phase=routed_reduce gpu_ms=0.08
[prefill-layer-phase] chunk=0 start=0 layer=1 kind=moe phase=shared_packed gpu_ms=0.53
[prefill-layer-phase] chunk=0 start=0 layer=2 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=2 kind=gdn phase=gdn_qkv gpu_ms=2.01
[prefill-layer-phase] chunk=0 start=0 layer=2 kind=gdn phase=gdn_z gpu_ms=1.11
[prefill-layer-phase] chunk=0 start=0 layer=2 kind=gdn phase=gdn_beta_alpha gpu_ms=0.28
[prefill-layer-phase] chunk=0 start=0 layer=2 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=2 kind=gdn phase=gdn_prep_conv gpu_ms=0.30
[prefill-layer-phase] chunk=0 start=0 layer=2 kind=gdn phase=gdn_prep_l2 gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=2 kind=gdn phase=gdn_step gpu_ms=1.21
[prefill-layer-phase] chunk=0 start=0 layer=2 kind=gdn phase=gdn_gated gpu_ms=0.05
[prefill-layer-phase] chunk=0 start=0 layer=2 kind=gdn phase=gdn_back gpu_ms=1.00
[prefill-layer-phase] chunk=0 start=0 layer=2 kind=gdn phase=mixer_resid gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=2 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=2 kind=moe phase=route_fused gpu_ms=0.22
[prefill-layer-phase] chunk=0 start=0 layer=2 kind=moe phase=routed_swiglu gpu_ms=4.97
[prefill-layer-phase] chunk=0 start=0 layer=2 kind=moe phase=routed_down gpu_ms=2.72
[prefill-layer-phase] chunk=0 start=0 layer=2 kind=moe phase=routed_reduce gpu_ms=0.09
[prefill-layer-phase] chunk=0 start=0 layer=2 kind=moe phase=shared_packed gpu_ms=0.64
[prefill-layer-phase] chunk=0 start=0 layer=3 kind=attn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=3 kind=attn phase=attn gpu_ms=4.37
[prefill-layer-phase] chunk=0 start=0 layer=3 kind=attn phase=mixer_resid gpu_ms=0.04
[prefill-layer-phase] chunk=0 start=0 layer=3 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=3 kind=moe phase=route_fused gpu_ms=0.25
[prefill-layer-phase] chunk=0 start=0 layer=3 kind=moe phase=routed_swiglu gpu_ms=4.84
[prefill-layer-phase] chunk=0 start=0 layer=3 kind=moe phase=routed_down gpu_ms=2.87
[prefill-layer-phase] chunk=0 start=0 layer=3 kind=moe phase=routed_reduce gpu_ms=0.09
[prefill-layer-phase] chunk=0 start=0 layer=3 kind=moe phase=shared_packed gpu_ms=0.64
[prefill-layer-phase] chunk=0 start=0 layer=4 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=4 kind=gdn phase=gdn_qkv gpu_ms=2.20
[prefill-layer-phase] chunk=0 start=0 layer=4 kind=gdn phase=gdn_z gpu_ms=1.11
[prefill-layer-phase] chunk=0 start=0 layer=4 kind=gdn phase=gdn_beta_alpha gpu_ms=0.28
[prefill-layer-phase] chunk=0 start=0 layer=4 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=4 kind=gdn phase=gdn_prep_conv gpu_ms=0.31
[prefill-layer-phase] chunk=0 start=0 layer=4 kind=gdn phase=gdn_prep_l2 gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=4 kind=gdn phase=gdn_step gpu_ms=1.29
[prefill-layer-phase] chunk=0 start=0 layer=4 kind=gdn phase=gdn_gated gpu_ms=0.05
[prefill-layer-phase] chunk=0 start=0 layer=4 kind=gdn phase=gdn_back gpu_ms=1.14
[prefill-layer-phase] chunk=0 start=0 layer=4 kind=gdn phase=mixer_resid gpu_ms=0.04
[prefill-layer-phase] chunk=0 start=0 layer=4 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=4 kind=moe phase=route_fused gpu_ms=0.26
[prefill-layer-phase] chunk=0 start=0 layer=4 kind=moe phase=routed_swiglu gpu_ms=4.76
[prefill-layer-phase] chunk=0 start=0 layer=4 kind=moe phase=routed_down gpu_ms=2.72
[prefill-layer-phase] chunk=0 start=0 layer=4 kind=moe phase=routed_reduce gpu_ms=0.10
[prefill-layer-phase] chunk=0 start=0 layer=4 kind=moe phase=shared_packed gpu_ms=0.73
[prefill-layer-phase] chunk=0 start=0 layer=5 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=5 kind=gdn phase=gdn_qkv gpu_ms=2.23
[prefill-layer-phase] chunk=0 start=0 layer=5 kind=gdn phase=gdn_z gpu_ms=1.11
[prefill-layer-phase] chunk=0 start=0 layer=5 kind=gdn phase=gdn_beta_alpha gpu_ms=0.27
[prefill-layer-phase] chunk=0 start=0 layer=5 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=5 kind=gdn phase=gdn_prep_conv gpu_ms=0.30
[prefill-layer-phase] chunk=0 start=0 layer=5 kind=gdn phase=gdn_prep_l2 gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=5 kind=gdn phase=gdn_step gpu_ms=1.34
[prefill-layer-phase] chunk=0 start=0 layer=5 kind=gdn phase=gdn_gated gpu_ms=0.05
[prefill-layer-phase] chunk=0 start=0 layer=5 kind=gdn phase=gdn_back gpu_ms=1.33
[prefill-layer-phase] chunk=0 start=0 layer=5 kind=gdn phase=mixer_resid gpu_ms=0.04
[prefill-layer-phase] chunk=0 start=0 layer=5 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=5 kind=moe phase=route_fused gpu_ms=0.29
[prefill-layer-phase] chunk=0 start=0 layer=5 kind=moe phase=routed_swiglu gpu_ms=5.38
[prefill-layer-phase] chunk=0 start=0 layer=5 kind=moe phase=routed_down gpu_ms=2.94
[prefill-layer-phase] chunk=0 start=0 layer=5 kind=moe phase=routed_reduce gpu_ms=0.10
[prefill-layer-phase] chunk=0 start=0 layer=5 kind=moe phase=shared_packed gpu_ms=0.72
[prefill-layer-phase] chunk=0 start=0 layer=6 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=6 kind=gdn phase=gdn_qkv gpu_ms=2.52
[prefill-layer-phase] chunk=0 start=0 layer=6 kind=gdn phase=gdn_z gpu_ms=1.12
[prefill-layer-phase] chunk=0 start=0 layer=6 kind=gdn phase=gdn_beta_alpha gpu_ms=0.28
[prefill-layer-phase] chunk=0 start=0 layer=6 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=6 kind=gdn phase=gdn_prep_conv gpu_ms=0.35
[prefill-layer-phase] chunk=0 start=0 layer=6 kind=gdn phase=gdn_prep_l2 gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=6 kind=gdn phase=gdn_step gpu_ms=1.45
[prefill-layer-phase] chunk=0 start=0 layer=6 kind=gdn phase=gdn_gated gpu_ms=0.06
[prefill-layer-phase] chunk=0 start=0 layer=6 kind=gdn phase=gdn_back gpu_ms=1.33
[prefill-layer-phase] chunk=0 start=0 layer=6 kind=gdn phase=mixer_resid gpu_ms=0.04
[prefill-layer-phase] chunk=0 start=0 layer=6 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=6 kind=moe phase=route_fused gpu_ms=0.30
[prefill-layer-phase] chunk=0 start=0 layer=6 kind=moe phase=routed_swiglu gpu_ms=5.28
[prefill-layer-phase] chunk=0 start=0 layer=6 kind=moe phase=routed_down gpu_ms=2.68
[prefill-layer-phase] chunk=0 start=0 layer=6 kind=moe phase=routed_reduce gpu_ms=0.09
[prefill-layer-phase] chunk=0 start=0 layer=6 kind=moe phase=shared_packed gpu_ms=0.64
[prefill-layer-phase] chunk=0 start=0 layer=7 kind=attn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=7 kind=attn phase=attn gpu_ms=4.52
[prefill-layer-phase] chunk=0 start=0 layer=7 kind=attn phase=mixer_resid gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=7 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=7 kind=moe phase=route_fused gpu_ms=0.25
[prefill-layer-phase] chunk=0 start=0 layer=7 kind=moe phase=routed_swiglu gpu_ms=4.72
[prefill-layer-phase] chunk=0 start=0 layer=7 kind=moe phase=routed_down gpu_ms=2.13
[prefill-layer-phase] chunk=0 start=0 layer=7 kind=moe phase=routed_reduce gpu_ms=0.07
[prefill-layer-phase] chunk=0 start=0 layer=7 kind=moe phase=shared_packed gpu_ms=0.49
[prefill-layer-phase] chunk=0 start=0 layer=8 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=8 kind=gdn phase=gdn_qkv gpu_ms=1.84
[prefill-layer-phase] chunk=0 start=0 layer=8 kind=gdn phase=gdn_z gpu_ms=0.97
[prefill-layer-phase] chunk=0 start=0 layer=8 kind=gdn phase=gdn_beta_alpha gpu_ms=0.23
[prefill-layer-phase] chunk=0 start=0 layer=8 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=8 kind=gdn phase=gdn_prep_conv gpu_ms=0.24
[prefill-layer-phase] chunk=0 start=0 layer=8 kind=gdn phase=gdn_prep_l2 gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=8 kind=gdn phase=gdn_step gpu_ms=0.96
[prefill-layer-phase] chunk=0 start=0 layer=8 kind=gdn phase=gdn_gated gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=8 kind=gdn phase=gdn_back gpu_ms=0.89
[prefill-layer-phase] chunk=0 start=0 layer=8 kind=gdn phase=mixer_resid gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=8 kind=moe phase=post_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=8 kind=moe phase=route_fused gpu_ms=0.20
[prefill-layer-phase] chunk=0 start=0 layer=8 kind=moe phase=routed_swiglu gpu_ms=3.12
[prefill-layer-phase] chunk=0 start=0 layer=8 kind=moe phase=routed_down gpu_ms=1.82
[prefill-layer-phase] chunk=0 start=0 layer=8 kind=moe phase=routed_reduce gpu_ms=0.07
[prefill-layer-phase] chunk=0 start=0 layer=8 kind=moe phase=shared_packed gpu_ms=0.44
[prefill-layer-phase] chunk=0 start=0 layer=9 kind=gdn phase=pre_norm gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=9 kind=gdn phase=gdn_qkv gpu_ms=1.55
[prefill-layer-phase] chunk=0 start=0 layer=9 kind=gdn phase=gdn_z gpu_ms=0.77
[prefill-layer-phase] chunk=0 start=0 layer=9 kind=gdn phase=gdn_beta_alpha gpu_ms=0.18
[prefill-layer-phase] chunk=0 start=0 layer=9 kind=gdn phase=gdn_alpha_beta gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=9 kind=gdn phase=gdn_prep_conv gpu_ms=0.21
[prefill-layer-phase] chunk=0 start=0 layer=9 kind=gdn phase=gdn_prep_l2 gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=9 kind=gdn phase=gdn_step gpu_ms=0.82
[prefill-layer-phase] chunk=0 start=0 layer=9 kind=gdn phase=gdn_gated gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=9 kind=gdn phase=gdn_back gpu_ms=0.77
[prefill-layer-phase] chunk=0 start=0 layer=9 kind=gdn phase=mixer_resid gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=9 kind=moe phase=post_norm gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=9 kind=moe phase=route_fused gpu_ms=0.18
[prefill-layer-phase] chunk=0 start=0 layer=9 kind=moe phase=routed_swiglu gpu_ms=2.60
[prefill-layer-phase] chunk=0 start=0 layer=9 kind=moe phase=routed_down gpu_ms=1.60
[prefill-layer-phase] chunk=0 start=0 layer=9 kind=moe phase=routed_reduce gpu_ms=0.07
[prefill-layer-phase] chunk=0 start=0 layer=9 kind=moe phase=shared_packed gpu_ms=0.39
[prefill-layer-phase] chunk=0 start=0 layer=10 kind=gdn phase=pre_norm gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=10 kind=gdn phase=gdn_qkv gpu_ms=1.29
[prefill-layer-phase] chunk=0 start=0 layer=10 kind=gdn phase=gdn_z gpu_ms=0.66
[prefill-layer-phase] chunk=0 start=0 layer=10 kind=gdn phase=gdn_beta_alpha gpu_ms=0.17
[prefill-layer-phase] chunk=0 start=0 layer=10 kind=gdn phase=gdn_alpha_beta gpu_ms=0.00
[prefill-layer-phase] chunk=0 start=0 layer=10 kind=gdn phase=gdn_prep_conv gpu_ms=0.19
[prefill-layer-phase] chunk=0 start=0 layer=10 kind=gdn phase=gdn_prep_l2 gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=10 kind=gdn phase=gdn_step gpu_ms=0.72
[prefill-layer-phase] chunk=0 start=0 layer=10 kind=gdn phase=gdn_gated gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=10 kind=gdn phase=gdn_back gpu_ms=0.67
[prefill-layer-phase] chunk=0 start=0 layer=10 kind=gdn phase=mixer_resid gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=10 kind=moe phase=post_norm gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=10 kind=moe phase=route_fused gpu_ms=0.16
[prefill-layer-phase] chunk=0 start=0 layer=10 kind=moe phase=routed_swiglu gpu_ms=2.65
[prefill-layer-phase] chunk=0 start=0 layer=10 kind=moe phase=routed_down gpu_ms=1.59
[prefill-layer-phase] chunk=0 start=0 layer=10 kind=moe phase=routed_reduce gpu_ms=0.07
[prefill-layer-phase] chunk=0 start=0 layer=10 kind=moe phase=shared_packed gpu_ms=0.38
[prefill-layer-phase] chunk=0 start=0 layer=11 kind=attn phase=pre_norm gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=11 kind=attn phase=attn gpu_ms=2.63
[prefill-layer-phase] chunk=0 start=0 layer=11 kind=attn phase=mixer_resid gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=11 kind=moe phase=post_norm gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=11 kind=moe phase=route_fused gpu_ms=0.16
[prefill-layer-phase] chunk=0 start=0 layer=11 kind=moe phase=routed_swiglu gpu_ms=2.59
[prefill-layer-phase] chunk=0 start=0 layer=11 kind=moe phase=routed_down gpu_ms=1.57
[prefill-layer-phase] chunk=0 start=0 layer=11 kind=moe phase=routed_reduce gpu_ms=0.07
[prefill-layer-phase] chunk=0 start=0 layer=11 kind=moe phase=shared_packed gpu_ms=0.38
[prefill-layer-phase] chunk=0 start=0 layer=12 kind=gdn phase=pre_norm gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=12 kind=gdn phase=gdn_qkv gpu_ms=1.29
[prefill-layer-phase] chunk=0 start=0 layer=12 kind=gdn phase=gdn_z gpu_ms=0.66
[prefill-layer-phase] chunk=0 start=0 layer=12 kind=gdn phase=gdn_beta_alpha gpu_ms=0.17
[prefill-layer-phase] chunk=0 start=0 layer=12 kind=gdn phase=gdn_alpha_beta gpu_ms=0.00
[prefill-layer-phase] chunk=0 start=0 layer=12 kind=gdn phase=gdn_prep_conv gpu_ms=0.19
[prefill-layer-phase] chunk=0 start=0 layer=12 kind=gdn phase=gdn_prep_l2 gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=12 kind=gdn phase=gdn_step gpu_ms=0.73
[prefill-layer-phase] chunk=0 start=0 layer=12 kind=gdn phase=gdn_gated gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=12 kind=gdn phase=gdn_back gpu_ms=0.67
[prefill-layer-phase] chunk=0 start=0 layer=12 kind=gdn phase=mixer_resid gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=12 kind=moe phase=post_norm gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=12 kind=moe phase=route_fused gpu_ms=0.16
[prefill-layer-phase] chunk=0 start=0 layer=12 kind=moe phase=routed_swiglu gpu_ms=2.65
[prefill-layer-phase] chunk=0 start=0 layer=12 kind=moe phase=routed_down gpu_ms=1.48
[prefill-layer-phase] chunk=0 start=0 layer=12 kind=moe phase=routed_reduce gpu_ms=0.07
[prefill-layer-phase] chunk=0 start=0 layer=12 kind=moe phase=shared_packed gpu_ms=0.37
[prefill-layer-phase] chunk=0 start=0 layer=13 kind=gdn phase=pre_norm gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=13 kind=gdn phase=gdn_qkv gpu_ms=1.29
[prefill-layer-phase] chunk=0 start=0 layer=13 kind=gdn phase=gdn_z gpu_ms=0.66
[prefill-layer-phase] chunk=0 start=0 layer=13 kind=gdn phase=gdn_beta_alpha gpu_ms=0.17
[prefill-layer-phase] chunk=0 start=0 layer=13 kind=gdn phase=gdn_alpha_beta gpu_ms=0.00
[prefill-layer-phase] chunk=0 start=0 layer=13 kind=gdn phase=gdn_prep_conv gpu_ms=0.19
[prefill-layer-phase] chunk=0 start=0 layer=13 kind=gdn phase=gdn_prep_l2 gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=13 kind=gdn phase=gdn_step gpu_ms=0.74
[prefill-layer-phase] chunk=0 start=0 layer=13 kind=gdn phase=gdn_gated gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=13 kind=gdn phase=gdn_back gpu_ms=0.67
[prefill-layer-phase] chunk=0 start=0 layer=13 kind=gdn phase=mixer_resid gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=13 kind=moe phase=post_norm gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=13 kind=moe phase=route_fused gpu_ms=0.15
[prefill-layer-phase] chunk=0 start=0 layer=13 kind=moe phase=routed_swiglu gpu_ms=2.60
[prefill-layer-phase] chunk=0 start=0 layer=13 kind=moe phase=routed_down gpu_ms=1.47
[prefill-layer-phase] chunk=0 start=0 layer=13 kind=moe phase=routed_reduce gpu_ms=0.07
[prefill-layer-phase] chunk=0 start=0 layer=13 kind=moe phase=shared_packed gpu_ms=0.37
[prefill-layer-phase] chunk=0 start=0 layer=14 kind=gdn phase=pre_norm gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=14 kind=gdn phase=gdn_qkv gpu_ms=1.29
[prefill-layer-phase] chunk=0 start=0 layer=14 kind=gdn phase=gdn_z gpu_ms=0.66
[prefill-layer-phase] chunk=0 start=0 layer=14 kind=gdn phase=gdn_beta_alpha gpu_ms=0.17
[prefill-layer-phase] chunk=0 start=0 layer=14 kind=gdn phase=gdn_alpha_beta gpu_ms=0.00
[prefill-layer-phase] chunk=0 start=0 layer=14 kind=gdn phase=gdn_prep_conv gpu_ms=0.19
[prefill-layer-phase] chunk=0 start=0 layer=14 kind=gdn phase=gdn_prep_l2 gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=14 kind=gdn phase=gdn_step gpu_ms=0.74
[prefill-layer-phase] chunk=0 start=0 layer=14 kind=gdn phase=gdn_gated gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=14 kind=gdn phase=gdn_back gpu_ms=0.67
[prefill-layer-phase] chunk=0 start=0 layer=14 kind=gdn phase=mixer_resid gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=14 kind=moe phase=post_norm gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=14 kind=moe phase=route_fused gpu_ms=0.16
[prefill-layer-phase] chunk=0 start=0 layer=14 kind=moe phase=routed_swiglu gpu_ms=2.64
[prefill-layer-phase] chunk=0 start=0 layer=14 kind=moe phase=routed_down gpu_ms=1.47
[prefill-layer-phase] chunk=0 start=0 layer=14 kind=moe phase=routed_reduce gpu_ms=0.07
[prefill-layer-phase] chunk=0 start=0 layer=14 kind=moe phase=shared_packed gpu_ms=0.38
[prefill-layer-phase] chunk=0 start=0 layer=15 kind=attn phase=pre_norm gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=15 kind=attn phase=attn gpu_ms=2.65
[prefill-layer-phase] chunk=0 start=0 layer=15 kind=attn phase=mixer_resid gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=15 kind=moe phase=post_norm gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=15 kind=moe phase=route_fused gpu_ms=0.16
[prefill-layer-phase] chunk=0 start=0 layer=15 kind=moe phase=routed_swiglu gpu_ms=2.49
[prefill-layer-phase] chunk=0 start=0 layer=15 kind=moe phase=routed_down gpu_ms=1.44
[prefill-layer-phase] chunk=0 start=0 layer=15 kind=moe phase=routed_reduce gpu_ms=0.07
[prefill-layer-phase] chunk=0 start=0 layer=15 kind=moe phase=shared_packed gpu_ms=0.38
[prefill-layer-phase] chunk=0 start=0 layer=16 kind=gdn phase=pre_norm gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=16 kind=gdn phase=gdn_qkv gpu_ms=1.29
[prefill-layer-phase] chunk=0 start=0 layer=16 kind=gdn phase=gdn_z gpu_ms=0.66
[prefill-layer-phase] chunk=0 start=0 layer=16 kind=gdn phase=gdn_beta_alpha gpu_ms=0.17
[prefill-layer-phase] chunk=0 start=0 layer=16 kind=gdn phase=gdn_alpha_beta gpu_ms=0.00
[prefill-layer-phase] chunk=0 start=0 layer=16 kind=gdn phase=gdn_prep_conv gpu_ms=0.19
[prefill-layer-phase] chunk=0 start=0 layer=16 kind=gdn phase=gdn_prep_l2 gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=16 kind=gdn phase=gdn_step gpu_ms=0.73
[prefill-layer-phase] chunk=0 start=0 layer=16 kind=gdn phase=gdn_gated gpu_ms=0.03
[prefill-layer-phase] chunk=0 start=0 layer=16 kind=gdn phase=gdn_back gpu_ms=0.67
[prefill-layer-phase] chunk=0 start=0 layer=16 kind=gdn phase=mixer_resid gpu_ms=0.02
[prefill-layer-phase] chunk=0 start=0 layer=16 kind=moe phase=post_norm gpu_ms=0.01
[prefill-layer-phase] chunk=0 start=0 layer=16 kind=moe phase=route_fused gpu_ms=0.15
[prefill-layer-phase] chunk=0 start=0 layer=16 kind=moe phase=routed_swiglu gpu_ms=2.46
